Congress,Commitee,Agency,Count
110,321,National Transportation Safety Board,4
110,321,Executive Office of the President,3
110,321,Department of Energy,3
110,332,United States Army Corps of Engineers,2
110,344,Department of Homeland Security,67
110,344,United States Agency for International Development,4
110,344,Centers for Disease Control and Prevention,2
110,344,Department of Health and Human Services,10
110,344,Department of Defense,25
110,344,Office of Personnel Management,12
110,344,Federal Emergency Management Agency,4
110,321,Pension Benefit Guaranty Corporation,1
110,321,Bureau of Economic Analysis,1
110,344,Department of State,16
110,321,Department of the Interior,1
109,113,Office of the Comptroller of the Currency,4
109,113,Federal Reserve,11
109,113,Federal Deposit Insurance Corporation,6
109,113,Office of Thrift Supervision,6
110,321,Consumer Product Safety Commission,5
109,124,Pension Benefit Guaranty Corporation,1
109,124,Employee Benefits Security Administration,1
110,321,United States Customs and Border Protection,1
110,321,Food and Drug Administration,1
109,124,Department of Homeland Security,1
109,124,Bureau of Consular Affairs,1
110,321,Nuclear Regulatory Commission,1
110,321,Federal Energy Regulatory Commission,1
110,321,Corporation for Public Broadcasting,4
110,330,Department of the Interior,34
110,330,Department of Energy,20
110,330,Department of Agriculture,18
109,124,Administration for Children and Families,1
110,330,Department of Commerce,2
110,330,"Assistant Secretary for Policy, Management and Budget",1
110,330,Assistant Secretary for Land and Minerals Management,3
110,330,Bureau of Reclamation,13
110,330,Bureau of Land Management,13
110,330,Department of Homeland Security,1
110,330,Office of the United States Trade Representative,1
110,330,National Oceanic and Atmospheric Administration,1
110,330,Federal Energy Regulatory Commission,6
109,124,Equal Employment Opportunity Commission,1
110,330,Environmental Protection Agency,3
110,330344,Department of Energy,1
110,330,Forest Service,2
110,330,Nuclear Regulatory Commission,1
110,330,Energy Information Administration,2
110,332,Environmental Protection Agency,42
110,332,Small Business Administration,2
110,332,General Services Administration,1
110,332,Department of Homeland Security,1
110,332,Nuclear Regulatory Commission,17
109,124,Commission on Civil Rights,1
110,332,Public Health Service,1
110,332,Centers for Disease Control and Prevention,2
110,332,Council on Environmental Quality,1
110,332,Department of Health and Human Services,1
110,332,Department of the Interior,1
110,332,United States Fish and Wildlife Service,1
110,332,Department of Agriculture,2
110,332,Department of Transportation,9
109,113164,Bureau of Indian Affairs,1
109,113164,Department of Housing and Urban Development,2
110,332,United States Geological Survey,2
110,332,Tennessee Valley Authority,1
110,332,Chemical Safety and Hazard Investigation Board,2
110,332,National Transportation Safety Board,1
110,332,Department of Energy,3
109,124,Office of Management and Budget,1
110,332,Federal Highway Administration,3
110,332,Department of Commerce,1
110,332,Department of Defense,1
110,338,Department of State,56
110,338,United States Agency for International Development,17
110,384,Securities and Exchange Commission,1
110,338,United States Institute of Peace,3
110,338,Department of Commerce,2
110,338,Department of the Treasury,3
110,338,Bureau of International Narcotics and Law Enforcement Affairs,1
110,384,Small Business Administration,17
110,338,National Aeronautics and Space Administration,1
110,338,Department of Defense,7
110,338,Department of the Interior,2
110,384,Department of Defense,5
110,338,United Nations,7
110,338,Peace Corps,7
110,338,Department of the Navy,1
110,384,General Services Administration,1
109,113,Department of the Treasury,14
110,338,Arms Control and International Security,2
110,338,Department of Homeland Security,1
110,338,Department of Justice,2
110,384,Federal Communications Commission,2
110,338,Executive Office of the President,1
110,338,Bureau of Diplomatic Security,1
110,338,Asian Development Bank,1
110,338,International Bank for Reconstruction and Development,1
110,338,International Monetary Fund,2
110,344,Small Business Administration,2
110,344,Department of Housing and Urban Development,5
110,344,Department of Transportation,2
110,344,Department of the Treasury,8
110,344,Centers for Medicare and Medicaid Services,3
110,344,Federal Bureau of Investigation,1
110,344,Department of Education,3
110,344,Nuclear Regulatory Commission,5
110,344,Department of Energy,2
110,344,Office of Special Counsel,2
110,344,Merit Systems Protection Board,3
110,344,Securities and Exchange Commission,2
110,344,Internal Revenue Service,3
110,344,Department of Agriculture,3
110,344,United States Coast Guard,1
110,344,United States Postal Service,6
110,344,Office of Management and Budget,19
110,344,Environmental Protection Agency,3
110,344,United States Army Corps of Engineers,3
110,344,Postal Regulatory Commission,4
110,344,United States Census Bureau,2
110,344,Federal Deposit Insurance Corporation,2
110,344,General Services Administration,5
110,344,Department of Commerce,5
110,344,Department of Veterans Affairs,3
109,128,Nuclear Regulatory Commission,3
110,344,United States Geological Survey,1
109,128,Department of Transportation,3
110,344,Federal Communications Commission,1
110,344,Social Security Administration,2
110,344,National Archives and Records Administration,2
110,344,United Nations,4
110,344,National Guard Bureau,1
110,344,Bureau of Consular Affairs,1
110,435,Department of the Interior,19
110,344,Department of Justice,7
110,344,Department of the Interior,1
110,344,Office of the Director of National Intelligence,5
109,128,Department of Commerce,6
109,128,Office of Management and Budget,1
110,344,National Aeronautics and Space Administration,1
110,344,Office of Government Ethics,1
110,344,United States Advisory Commission on Public Diplomacy,1
110,344,United States Information Agency,1
109,128,National Nuclear Security Administration,3
110,344,Federal Retirement Thrift Investment Board,3
109,128,Centers for Medicare and Medicaid Services,6
110,344,Defense Contract Audit Agency,2
110,435,Department of Health and Human Services,13
110,435,Department of Housing and Urban Development,4
110,435,Department of Education,3
110,435,Department of Justice,8
110,435,Indian Health Service,2
110,435,Bureau of Indian Affairs,6
110,435,Office of National Drug Control Policy,1
110,435,National Indian Gaming Commission,2
110,435,Department of Transportation,1
110,435,Department of Commerce,1
110,435,Community Development Financial Institutions Fund,1
110,435,Department of Energy,1
110,358,Department of State,6
110,358,Federal Trade Commission,4
110,358,Department of Homeland Security,13
110,358,Department of Justice,35
109,128,Office of the United States Trade Representative,1
110,358,Department of Defense,2
110,358,Bureau of Diplomatic Security,1
110,358,Bureau of Consular Affairs,1
110,358,National Guard Bureau,1
110,358,Department of Commerce,3
110,358,United States International Trade Commission,1
109,128,Food and Drug Administration,1
109,128,Defense Nuclear Facilities Safety Board,1
110,358,Civil Rights Division,3
110,358,Surface Transportation Board,1
110,384,Department of Labor,1
110,358,Commission on Civil Rights,2
110,358,Library of Congress,3
109,104,Internal Revenue Service,2
110,358,Federal Bureau of Investigation,3
109,106,Department of Defense,7
110,384,Department of Veterans Affairs,1
110,358,Office of Legal Counsel,2
110,384,Department of Energy,2
110,358,Legal Services Corporation,1
110,358,United States Sentencing Commission,1
110,358,Department of Health and Human Services,2
110,358,Centers for Disease Control and Prevention,1
110,358,Centers for Medicare and Medicaid Services,1
110,358,Drug Enforcement Administration,1
109,106,Missile Defense Agency,2
110,384,Office of Policy,1
110,384,Environmental Protection Agency,1
110,384,Federal Reserve,1
110,384,Office of Housing,1
110,388,Department of Veterans Affairs,36
110,388,Department of Defense,8
109,106,Joint Chiefs of Staff,6
109,106,Department of State,3
110,388,Department of Labor,2
110,388,National Guard Bureau,1
110,388,Office of Special Counsel,1
110,388,Department of the Navy,1
109,104196,Federal Retirement Thrift Investment Board,1
109,104196,Social Security Administration,1
109,104115,Office of Management and Budget,1
109,104138,Office of Personnel Management,1
109,104138,Internal Revenue Service,1
109,106,Department of the Army,3
109,106,Department of the Navy,1
109,106,Department of the Air Force,4
109,124,Executive Office of the President,1
109,106,Centers for Disease Control and Prevention,1
109,106,Department of Homeland Security,2
109,128,Department of Defense,1
109,128,Department of Homeland Security,2
109,106,United States Coast Guard,1
109,106,United Nations,1
109,106,Department of Transportation,1
109,106,National Guard Bureau,2
109,106,Drug Enforcement Administration,1
109,106,Department of Justice,2
109,106,United States Institute of Peace,1
109,128,Department of Justice,1
109,106,Department of Energy,2
109,128,Department of State,5
109,128,Substance Abuse and Mental Health Services Administration,1
109,128,Council on Environmental Quality,2
109,128,Agency for Healthcare Research and Quality,1
109,128,United States Patent and Trademark Office,2
109,128,National Highway Traffic Safety Administration,2
109,113,National Credit Union Administration,4
109,113,Department of Homeland Security,10
109,113,Federal Trade Commission,3
109,113,Federal Bureau of Investigation,1
109,113,Financial Crimes Enforcement Network,2
109,113,Office of the United States Trade Representative,1
109,113,Department of Defense,2
109,113,Department of Justice,4
109,113,Appalachian Regional Commission,1
109,113,Export-Import Bank of the United States,1
109,113,Internal Revenue Service,1
109,113,Secret Service,1
109,113,Smithsonian Institution,1
109,113,United States Coast Guard,1
109,113,Department of Commerce,1
109,113,Bureau of Indian Affairs,1
