Date,Agency,JK Code,UA Code,Parent UA Code,Number of utterances made by the agencies per month
"=""02-2005""",Consumer Product Safety Commission,211,3041,3041,0
"=""02-2005""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""02-2005""",Department of Agriculture,11,500,500,24
"=""02-2005""",Department of Commerce,33,600,600,28
"=""02-2005""",Department of Defense,45,700,700,33
"=""02-2005""",Department of Education,140,1800,1800,35
"=""02-2005""",Department of Energy,154,1900,1900,190
"=""02-2005""",Department of Health and Human Services,53,900,900,127
"=""02-2005""",Department of Homeland Security,127,1600,1600,308
"=""02-2005""",Department of Housing and Urban Development,191,2500,2500,0
"=""02-2005""",Department of Justice,88,1100,1100,17
"=""02-2005""",Department of Labor,98,1200,1200,0
"=""02-2005""",Department of State,113,1400,1400,27
"=""02-2005""",Department of the Air Force,46,701,700,0
"=""02-2005""",Department of the Army,47,702,700,0
"=""02-2005""",Department of the Interior,72,1000,1000,106
"=""02-2005""",Department of the Navy,48,703,700,0
"=""02-2005""",Department of the Treasury,114,1500,1500,129
"=""02-2005""",Department of Transportation,176,2100,2100,0
"=""02-2005""",Department of Veterans Affairs,200,2900,2900,55
"=""02-2005""",Environmental Protection Agency,164,2000,2000,98
"=""02-2005""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""02-2005""",Export-Import Bank of the United States,214,3048,3048,0
"=""02-2005""",Farm Credit Administration,215,3052,3052,0
"=""02-2005""",Federal Communications Commission,217,3060,3060,0
"=""02-2005""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""02-2005""",Federal Emergency Management Agency,139,1660,1600,0
"=""02-2005""",Federal Housing Finance Agency,198,2590,2590,0
"=""02-2005""",Federal Housing Finance Agency,219,3069,3069,0
"=""02-2005""",Federal Labor Relations Authority,220,3070,3070,0
"=""02-2005""",Federal Maritime Commission,221,3072,3072,0
"=""02-2005""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""02-2005""",Federal Reserve ,276,7100,7100,263
"=""02-2005""",Federal Trade Commission,224,3084,3084,0
"=""02-2005""",General Services Administration,225,3090,3090,103
"=""02-2005""",Inter-American Foundation,8,417,417,0
"=""02-2005""",Interstate Commerce Commission,231,3120,3120,0
"=""02-2005""",Merit Systems Protection Board,233,3124,3124,0
"=""02-2005""",National Aeronautics and Space Administration,199,2700,2700,49
"=""02-2005""",National Archives and Records Administration,226,3095,3095,0
"=""02-2005""",National Council on Disability,273,3480,3480,0
"=""02-2005""",National Credit Union Administration,235,3133,3133,0
"=""02-2005""",National Labor Relations Board,242,3142,3142,0
"=""02-2005""",National Mediation Board,240,3140,3140,0
"=""02-2005""",National Science Foundation,243,3145,3145,24
"=""02-2005""",National Transportation Safety Board,244,3147,3147,0
"=""02-2005""",Nuclear Regulatory Commission,245,3150,3150,0
"=""02-2005""",Office of Management and Budget,3,348,300,101
"=""02-2005""",Office of Personnel Management,251,3206,3206,10
"=""02-2005""",Panama Canal Commission,252,3207,3207,0
"=""02-2005""",Peace Corps,9,420,420,0
"=""02-2005""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""02-2005""",Postal Regulatory Commission,256,3211,3211,0
"=""02-2005""",Railroad Retirement Board,259,3220,3220,0
"=""02-2005""",Securities and Exchange Commission,261,3235,3235,67
"=""02-2005""",Selective Service System,262,3240,3240,0
"=""02-2005""",Small Business Administration,263,3245,3245,54
"=""02-2005""",Smithsonian Institution,264,3250,3250,0
"=""02-2005""",Social Security Administration,71,960,960,3
"=""02-2005""",Tennessee Valley Authority,267,3316,3316,0
"=""02-2005""",U.S. Coast Guard,131,1625,1600,0
"=""02-2005""",U.S. Coast Guard,177,2115,2100,0
"=""02-2005""",U.S. Information Agency,229,3116,3116,0
"=""02-2005""",United States Agency for International Development,7,412,412,18
"=""02-2005""",United States International Trade Commission,230,3117,3117,0
"=""02-2005""",United States Postal Service,255,3210,3210,0
"=""02-2006""",Broadcasting Board of Governors,228,3112,3112,0
"=""02-2006""",Commission on Civil Rights,208,3035,3035,0
"=""02-2006""",Commodities Futures Trading Commission,210,3038,3038,0
"=""02-2006""",Consumer Product Safety Commission,211,3041,3041,0
"=""02-2006""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""02-2006""",Department of Agriculture,11,500,500,32
"=""02-2006""",Department of Commerce,33,600,600,141
"=""02-2006""",Department of Defense,45,700,700,79
"=""02-2006""",Department of Education,140,1800,1800,3
"=""02-2006""",Department of Energy,154,1900,1900,117
"=""02-2006""",Department of Health and Human Services,53,900,900,15
"=""02-2006""",Department of Homeland Security,127,1600,1600,1103
"=""02-2006""",Department of Housing and Urban Development,191,2500,2500,130
"=""02-2006""",Department of Justice,88,1100,1100,152
"=""02-2006""",Department of Labor,98,1200,1200,35
"=""02-2006""",Department of State,113,1400,1400,136
"=""02-2006""",Department of the Air Force,46,701,700,0
"=""02-2006""",Department of the Army,47,702,700,52
"=""02-2006""",Department of the Interior,72,1000,1000,194
"=""02-2006""",Department of the Navy,48,703,700,0
"=""02-2006""",Department of the Treasury,114,1500,1500,141
"=""02-2006""",Department of Transportation,176,2100,2100,243
"=""02-2006""",Department of Veterans Affairs,200,2900,2900,57
"=""02-2006""",Environmental Protection Agency,164,2000,2000,39
"=""02-2006""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""02-2006""",Export-Import Bank of the United States,214,3048,3048,0
"=""02-2006""",Farm Credit Administration,215,3052,3052,0
"=""02-2006""",Federal Communications Commission,217,3060,3060,15
"=""02-2006""",Federal Deposit Insurance Corporation,218,3064,3064,9
"=""02-2006""",Federal Emergency Management Agency,139,1660,1600,0
"=""02-2006""",Federal Housing Finance Agency,198,2590,2590,0
"=""02-2006""",Federal Housing Finance Agency,219,3069,3069,0
"=""02-2006""",Federal Labor Relations Authority,220,3070,3070,0
"=""02-2006""",Federal Maritime Commission,221,3072,3072,0
"=""02-2006""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""02-2006""",Federal Reserve ,276,7100,7100,193
"=""02-2006""",Federal Trade Commission,224,3084,3084,25
"=""02-2006""",General Services Administration,225,3090,3090,24
"=""02-2006""",Inter-American Foundation,8,417,417,0
"=""02-2006""",Interstate Commerce Commission,231,3120,3120,0
"=""02-2006""",Merit Systems Protection Board,233,3124,3124,0
"=""02-2006""",National Aeronautics and Space Administration,199,2700,2700,31
"=""02-2006""",National Archives and Records Administration,226,3095,3095,0
"=""02-2006""",National Council on Disability,273,3480,3480,0
"=""02-2006""",National Credit Union Administration,235,3133,3133,0
"=""02-2006""",National Labor Relations Board,242,3142,3142,0
"=""02-2006""",National Mediation Board,240,3140,3140,0
"=""02-2006""",National Science Foundation,243,3145,3145,25
"=""02-2006""",National Transportation Safety Board,244,3147,3147,0
"=""02-2006""",Nuclear Regulatory Commission,245,3150,3150,0
"=""02-2006""",Office of Management and Budget,3,348,300,368
"=""02-2006""",Office of Personnel Management,251,3206,3206,47
"=""02-2006""",Panama Canal Commission,252,3207,3207,0
"=""02-2006""",Peace Corps,9,420,420,0
"=""02-2006""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""02-2006""",Postal Regulatory Commission,256,3211,3211,0
"=""02-2006""",Railroad Retirement Board,259,3220,3220,0
"=""02-2006""",Securities and Exchange Commission,261,3235,3235,0
"=""02-2006""",Selective Service System,262,3240,3240,0
"=""02-2006""",Small Business Administration,263,3245,3245,6
"=""02-2006""",Smithsonian Institution,264,3250,3250,0
"=""02-2006""",Social Security Administration,71,960,960,0
"=""02-2006""",Tennessee Valley Authority,267,3316,3316,23
"=""02-2006""",U.S. Coast Guard,131,1625,1600,0
"=""02-2006""",U.S. Coast Guard,177,2115,2100,0
"=""02-2006""",U.S. Information Agency,229,3116,3116,0
"=""02-2006""",United States Agency for International Development,7,412,412,0
"=""02-2006""",United States International Trade Commission,230,3117,3117,0
"=""02-2006""",United States Postal Service,255,3210,3210,14
"=""02-2007""",Broadcasting Board of Governors,228,3112,3112,0
"=""02-2007""",Commission on Civil Rights,208,3035,3035,0
"=""02-2007""",Commodities Futures Trading Commission,210,3038,3038,0
"=""02-2007""",Consumer Product Safety Commission,211,3041,3041,0
"=""02-2007""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""02-2007""",Department of Agriculture,11,500,500,236
"=""02-2007""",Department of Commerce,33,600,600,80
"=""02-2007""",Department of Defense,45,700,700,285
"=""02-2007""",Department of Education,140,1800,1800,13
"=""02-2007""",Department of Energy,154,1900,1900,187
"=""02-2007""",Department of Health and Human Services,53,900,900,462
"=""02-2007""",Department of Homeland Security,127,1600,1600,882
"=""02-2007""",Department of Housing and Urban Development,191,2500,2500,77
"=""02-2007""",Department of Justice,88,1100,1100,237
"=""02-2007""",Department of Labor,98,1200,1200,7
"=""02-2007""",Department of State,113,1400,1400,144
"=""02-2007""",Department of the Air Force,46,701,700,0
"=""02-2007""",Department of the Army,47,702,700,0
"=""02-2007""",Department of the Interior,72,1000,1000,198
"=""02-2007""",Department of the Navy,48,703,700,0
"=""02-2007""",Department of the Treasury,114,1500,1500,186
"=""02-2007""",Department of Transportation,176,2100,2100,242
"=""02-2007""",Department of Veterans Affairs,200,2900,2900,40
"=""02-2007""",Environmental Protection Agency,164,2000,2000,115
"=""02-2007""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""02-2007""",Export-Import Bank of the United States,214,3048,3048,0
"=""02-2007""",Farm Credit Administration,215,3052,3052,0
"=""02-2007""",Federal Communications Commission,217,3060,3060,100
"=""02-2007""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""02-2007""",Federal Emergency Management Agency,139,1660,1600,135
"=""02-2007""",Federal Housing Finance Agency,198,2590,2590,0
"=""02-2007""",Federal Housing Finance Agency,219,3069,3069,0
"=""02-2007""",Federal Labor Relations Authority,220,3070,3070,0
"=""02-2007""",Federal Maritime Commission,221,3072,3072,0
"=""02-2007""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""02-2007""",Federal Reserve ,276,7100,7100,396
"=""02-2007""",Federal Trade Commission,224,3084,3084,13
"=""02-2007""",General Services Administration,225,3090,3090,46
"=""02-2007""",Inter-American Foundation,8,417,417,0
"=""02-2007""",Interstate Commerce Commission,231,3120,3120,0
"=""02-2007""",Merit Systems Protection Board,233,3124,3124,0
"=""02-2007""",National Aeronautics and Space Administration,199,2700,2700,85
"=""02-2007""",National Archives and Records Administration,226,3095,3095,26
"=""02-2007""",National Council on Disability,273,3480,3480,0
"=""02-2007""",National Credit Union Administration,235,3133,3133,0
"=""02-2007""",National Labor Relations Board,242,3142,3142,0
"=""02-2007""",National Mediation Board,240,3140,3140,0
"=""02-2007""",National Science Foundation,243,3145,3145,0
"=""02-2007""",National Transportation Safety Board,244,3147,3147,10
"=""02-2007""",Nuclear Regulatory Commission,245,3150,3150,0
"=""02-2007""",Office of Management and Budget,3,348,300,39
"=""02-2007""",Office of Personnel Management,251,3206,3206,15
"=""02-2007""",Panama Canal Commission,252,3207,3207,0
"=""02-2007""",Peace Corps,9,420,420,0
"=""02-2007""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""02-2007""",Postal Regulatory Commission,256,3211,3211,0
"=""02-2007""",Railroad Retirement Board,259,3220,3220,0
"=""02-2007""",Securities and Exchange Commission,261,3235,3235,0
"=""02-2007""",Selective Service System,262,3240,3240,0
"=""02-2007""",Small Business Administration,263,3245,3245,162
"=""02-2007""",Smithsonian Institution,264,3250,3250,0
"=""02-2007""",Social Security Administration,71,960,960,65
"=""02-2007""",Tennessee Valley Authority,267,3316,3316,0
"=""02-2007""",U.S. Coast Guard,131,1625,1600,0
"=""02-2007""",U.S. Coast Guard,177,2115,2100,0
"=""02-2007""",U.S. Information Agency,229,3116,3116,0
"=""02-2007""",United States Agency for International Development,7,412,412,0
"=""02-2007""",United States International Trade Commission,230,3117,3117,0
"=""02-2007""",United States Postal Service,255,3210,3210,0
"=""02-2008""",Broadcasting Board of Governors,228,3112,3112,0
"=""02-2008""",Commission on Civil Rights,208,3035,3035,0
"=""02-2008""",Commodities Futures Trading Commission,210,3038,3038,0
"=""02-2008""",Consumer Product Safety Commission,211,3041,3041,0
"=""02-2008""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""02-2008""",Department of Agriculture,11,500,500,52
"=""02-2008""",Department of Commerce,33,600,600,134
"=""02-2008""",Department of Defense,45,700,700,213
"=""02-2008""",Department of Education,140,1800,1800,1
"=""02-2008""",Department of Energy,154,1900,1900,162
"=""02-2008""",Department of Health and Human Services,53,900,900,354
"=""02-2008""",Department of Homeland Security,127,1600,1600,496
"=""02-2008""",Department of Housing and Urban Development,191,2500,2500,0
"=""02-2008""",Department of Justice,88,1100,1100,453
"=""02-2008""",Department of Labor,98,1200,1200,9
"=""02-2008""",Department of State,113,1400,1400,375
"=""02-2008""",Department of the Air Force,46,701,700,0
"=""02-2008""",Department of the Army,47,702,700,26
"=""02-2008""",Department of the Interior,72,1000,1000,133
"=""02-2008""",Department of the Navy,48,703,700,7
"=""02-2008""",Department of the Treasury,114,1500,1500,331
"=""02-2008""",Department of Transportation,176,2100,2100,285
"=""02-2008""",Department of Veterans Affairs,200,2900,2900,20
"=""02-2008""",Environmental Protection Agency,164,2000,2000,280
"=""02-2008""",Equal Employment Opportunity Commission,213,3046,3046,17
"=""02-2008""",Export-Import Bank of the United States,214,3048,3048,0
"=""02-2008""",Farm Credit Administration,215,3052,3052,0
"=""02-2008""",Federal Communications Commission,217,3060,3060,65
"=""02-2008""",Federal Deposit Insurance Corporation,218,3064,3064,16
"=""02-2008""",Federal Emergency Management Agency,139,1660,1600,0
"=""02-2008""",Federal Housing Finance Agency,198,2590,2590,0
"=""02-2008""",Federal Housing Finance Agency,219,3069,3069,0
"=""02-2008""",Federal Labor Relations Authority,220,3070,3070,0
"=""02-2008""",Federal Maritime Commission,221,3072,3072,0
"=""02-2008""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""02-2008""",Federal Reserve ,276,7100,7100,259
"=""02-2008""",Federal Trade Commission,224,3084,3084,0
"=""02-2008""",General Services Administration,225,3090,3090,27
"=""02-2008""",Inter-American Foundation,8,417,417,0
"=""02-2008""",Interstate Commerce Commission,231,3120,3120,0
"=""02-2008""",Merit Systems Protection Board,233,3124,3124,0
"=""02-2008""",National Aeronautics and Space Administration,199,2700,2700,111
"=""02-2008""",National Archives and Records Administration,226,3095,3095,59
"=""02-2008""",National Council on Disability,273,3480,3480,0
"=""02-2008""",National Credit Union Administration,235,3133,3133,0
"=""02-2008""",National Labor Relations Board,242,3142,3142,0
"=""02-2008""",National Mediation Board,240,3140,3140,0
"=""02-2008""",National Science Foundation,243,3145,3145,36
"=""02-2008""",National Transportation Safety Board,244,3147,3147,0
"=""02-2008""",Nuclear Regulatory Commission,245,3150,3150,52
"=""02-2008""",Office of Management and Budget,3,348,300,213
"=""02-2008""",Office of Personnel Management,251,3206,3206,9
"=""02-2008""",Panama Canal Commission,252,3207,3207,0
