"","Category","Senate.Hearing.Number","Congress","Committees","Committee_Blanks","Title","Collection","Filename","Held.Date","Congress.Chamber","Hearing.Sub.Type","ILS.System.ID","SuDoc.Class.Number","X","Witnesses","Members.of.the.congress","File.exists","heldDate","Scrapped.witnesses","Agency","JK.code","UA.code","Parent.UA.code","US.State","Inspector.General","subCommittee","Committee.member.count","Denominator.count","Party.count.100.200.328.999.9999.","Party...Committee.info.Party.Senior.Party.Member.Committee.Seniority","Expertise"
"2874","Congressional Committee Materials","S. Hrg. 107-103","107th","435",NA,"S. HRG. 107-103 - INDIAN HEALTH CARE IMPROVEMENT ACT","Congressional Hearings","CHRG-107shrg74575","31-Jul-01","Senate","General",NA,"Y 4.IN 2/11",NA,"Refer column R","Daniel K. Inouye : United States Senate;

Ben Nighthorse Campbell : United States Senate;","Yes","31-07-2001","Bird, Michael, president, American Public Health Association, Albuquerque, NM

Campbell, Hon. Ben Nighthorse, U.S. Senator from Colorado, vice chairman, Committee on Indian Affairs

Culbertson, Kay, executive director, Denver Indian Health and Family Services, Inc., Denver, CO

Hall, Robert, president, National Council of Urban Indian Health, Washington, DC

Hill, Barry T., director, Natural Resources and Environment, General Accounting Office, Washington, DC

Hunter, Anthony, health director, American Indian Community House, New York, NY

Inouye, Hon. Daniel K., U.S. Senator from Hawaii, chairman, Committee on Indian Affairs

Malcolm, Jeffrey, senior evaluator, Natural Resources and Environment, General Accounting Office, Washington, DC

Meyers, Carol, executive director, Missoula Indian Center, Missoula, MT

Vanderwagen, William C., acting chief medical officer, Office of the Director, Indian Health Service, United States Department of Health and Human Services, Rockville, MD

Waukazoo, Martin, executive director, Native American Health Center, Oakland, CA

","-

-

-

-

General Accounting Office

-

-

General Accounting Office

-

Department of Health and Human Services

-","-

-

-

-

315

-

-

315

-

53

-","-

-

-

-

nan

-

-

nan

-

900.0

-","-

-

-

-

nan

-

-

nan

-

900.0

-","New Mexico

Colorado

Colorado

Washington

Washington

New York

Hawaii

Washington

Montana

Maryland

California","No

No

No

No

No

No

No

No

No

No

No","-",2,"15","8:7:-:-:-","---

---","-"
"16042","Congressional Committee Materials",NA,"110th","164",NA,"HOUSE HEARING, 110TH CONGRESS - H.R. 2445, TO RECOGNIZE ALEXANDER CREEK AS A NATIVE VILLAGE; H.R. 3350, ALASKA NATIVE VETERANS LAND ALLOTMENT EQUITY ACT; H.R. 3351, NATIVE AMERICAN CHALLENGE DEMONSTRATION PROJECT ACT OF 2007; AND H.R. 3560, SOUTHEAST ALASKA NATIVE LAND ENTITLEMENT FINALIZATION ACT.","Congressional Hearings","CHRG-110hhrg38971","14-Nov-07","House of Representatives","General",NA,"Y 4.R 31/3",NA,"Angapak Nelson N. : Sr. Vice President Alaska Federation of Natives;

Thompson Stephanie S. : President Alexander Creek Incorporated;

Erulkar Ben : Deputy Assistant Secretary for Economic Development Economic Development Administration U.S. Department of Commerce;

Lindekugel Buck : Conservation Director Southeast Alaska Conservation Council;

Kitka Julie E. : President Alaska Federation of Natives;

Simpson Melissa : Deputy Under Secretary Natural Resources and Environment U.S. Department of Agriculture;

Mallott Byron : Board Member Sealaska Corporation;

Nedd Michael : Assistant Director Minerals Realty and Resource Protection Bureau of Land Management U.S. Department of the Interior;","young, donald e;

faleomavaega, eni f h;

rahall, nick joe, ii;","Yes","14-11-2007","-","#NAME?","-29","96","100","Alaska

-

-

Alaska

Alaska

-

-

-","No

No

No

No

No

No

No

No","-",3,"54","27:27:-:-:-","---

---

100:11:16","-

-

-

-

-

-

-

-"
"8008","Congressional Committee Materials","S. Hrg. 112-129","112th","330",NA,"S. HRG. 112-129 - WATER AND POWER BILLS","Congressional Hearings","CHRG-112shrg70920","23-Jun-11","Senate","General","858126","Y 4.EN 2:S.HRG.112-129",NA,"Refer column R","Mark Udall : United States Senate;

Jeanne Shaheen : United States Senate;

blumenthal, richard;

Mike Lee : United States Senate;","Yes","23-06-2011","Barlow, Richard J., First Selectman, Town of Canton, Collinsville, CT

Katz, John, Deputy Associate General Counsel, Federal Energy Regulatory Commission

Payne, Grayford F., Deputy Commissioner for Policy, Administration and Budget, Bureau of Reclamation, Department of the Interior

","#NAME?","-

155

74","-

1902.0

1006.0","-

1900.0

1000.0","Connecticut

-

-","No

No

No","Subcommittee on Water and Power",4,"23","11:11:1:-:-","---

---

---

---","-"
"23207","Congressional Committee Materials",NA,"108th","113",NA,"HOUSE HEARING, 108TH CONGRESS - COMBATING INTERNATIONAL TERRORIST FINANCING","Congressional Hearings","CHRG-108hhrg97451","30-Sep-04","House of Representatives","General",NA,"Y 4.F 49/20",NA,"Wayne Hon. E. Anthony : Assistant Secretary for Economic and Business Affairs Department of State;

Zarate Hon. Juan : Assistant Secretary for Terrorist Financing Department of Treasury;","Ron Paul : United States House of Representatives;

Luis V. Gutierrez : United States House of Representatives;

Peter T. King : United States House of Representatives;

Judy Biggert : United States House of Representatives;

Jay Inslee : United States House of Representatives;

Sue W. Kelly : United States House of Representatives;","Yes","30-09-2004","-","Department of State

-","113

-","1400.0

-","1400.0

-","-

-","No

No","-",6,"73","34:38:1:-:-","---

---

---

---

---

---","-

-"
"12263","Congressional Committee Materials",NA,"109th","251",NA,"HOUSE HEARING, 109TH CONGRESS - THE HOMELAND SECURITY IMPLICATIONS OF RADICALIZATION","Congressional Hearings","CHRG-109hhrg35626","20-Sep-06","House of Representatives","General",NA,"Y 4.H 75",NA,"Dr. Walid Phares Senior Fellow : Foundation for the Defense Democracies:;

Mr. Randall Blake Al-Qa'ida Group Chief : National Counterterrorism Center:;

Mr. Don Van Duyn Assistant Director : Counterterrorism Division Federal Bureau of Investigations:;

Mr. John D. Woodward Associate Director : RAND Policy Institute:;

Mr. Steven Emerson Executive Director : The Investigative Project on Terrorism:;

Mr. Frank Cilluffo Director : Homeland Security Policy Institute The George Washington University:;","Charles W. Dent : United States House of Representatives;

Zoe Lofgren : United States House of Representatives;

Rob Simmons : United States House of Representatives;

James R. Langevin : United States House of Representatives;

Peter T. King : United States House of Representatives;

Nita M. Lowey : United States House of Representatives;","Yes","20-09-2006","-","-

-

Federal Bureau of Investigation

-

-

-","-

-

90

-

-

-","-

-

1110.0

-

-

-","-

-

1100.0

-

-

-","#NAME?","No

No

No

No

No

No","Subcommittee on Intelligence, Information Sharing, and Terrorism Risk Assessment",6,"34","15:19:-:-:-","---

---

---

---

---

---","-

-

-

-

-

-"
"16885","Congressional Committee Materials",NA,"111th","156",NA,"HOUSE HEARING, 111TH CONGRESS - EXECUTIVE OFFICE FOR IMMIGRATION REVIEW","Congressional Hearings","CHRG-111hhrg56955","17-Jun-10","House of Representatives","General","755585","Y 4.J 89/1:111-111",NA,"The Honorable Mark H. Metcalf former Immigration Judge Oral Testimony : nan;

The Honorable Dana Leigh Marks President : National Association of Immigration Judges Oral Testimony;

Mr. Juan P. Osuna Associate Deputy Attorney General for Immigration Policy : United States Department of Justice Oral Testimony;

Mr. Russell R. Wheeler President : The Governance Institute Visiting Fellow The Brookings Institution Oral Testimony;

Ms. Karen T. Grisez Chair : Commission on Immigration American Bar Association Oral Testimony;","Steve King : United States House of Representatives;

Zoe Lofgren : United States House of Representatives;

Linda T. Sanchez : United States House of Representatives;

Sheila Jackson Lee : United States House of Representatives;

pierluisi, pedro r;","Yes","17-06-2010","-","-

-

Department of Justice

-

-","-

-

88

-

-","-

-

1100.0

-

-","-

-

1100.0

-

-","-

-

-

-

-","No

No

No

No

No","Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law",5,"43","27:16:-:-:-","---

---

---

---

---","-

-

-

-

-"
"4161","Congressional Committee Materials","S. Hrg. 111-352","111th","358",NA,"S. HRG. 111-352 - THE BOWL CHAMPIONSHIP SERIES: IS IT FAIR AND IN COMPLIANCE WITH ANTITRUST LAW?","Congressional Hearings","CHRG-111shrg55645","7-Jul-09","Senate","General","678377","Y 4.J 89/2:S.HRG.111-352",NA,"Brett Barry : Esq. Partner Troutman Sanders New York New York 8 Monts William III Esq. Partner Hogan and Hartson Washington D.C;

Perlman Harvey : Chancellor University of Nebraska-Lincoln Lincoln Nebraska;

Young Michael : President University of Utah Salt Lake City Utah;","kohl, herbert h;

Orrin G. Hatch : United States Senate;","Yes","7/7/09","-","-

-

-","-

-

-","-

-

-","-

-

-","New York

Nebraska

Utah","No

No

No","Subcommittee on Antitrust, Competition Policy and Consumer Rights",2,"21","13:8:-:-:-","---

---","-

-

-"
"17774","Congressional Committee Materials",NA,"112th","142",NA,"HOUSE HEARING, 112TH CONGRESS - GPO","Congressional Hearings","CHRG-112hhrg67450","11-May-11","House of Representatives","General","834459","Y 4.H 81/3:G 74/2",NA,"-","Charles A. Gonzalez : United States House of Representatives;

gingrey, phil;","Yes","11/5/11","-","-","-","-","-","-","-","Subcommittee on Oversight",2,"9","3:6:-:-:-","---

200:0:1","-"
"17640","Congressional Committee Materials",NA,"110th","142",NA,"HOUSE HEARING, 110TH CONGRESS - THE CAPITOL VISITOR CENTER: THE VISITOR EXPERIENCE","Congressional Hearings","CHRG-110hhrg40621","17-Oct-07","House of Representatives","General",NA,"Y 4.H 81/3",NA,"-","Kevin McCarthy : United States House of Representatives;

Robert A. Brady : United States House of Representatives;

Susan A. Davis : United States House of Representatives;

Michael E. Capuano : United States House of Representatives;

Vernon J. Ehlers : United States House of Representatives;","Yes","17-10-2007","-","-","-","-","-","-","-","-",5,"10","7:3:-:-:-","---

---

---

---

---","-"
"17153","Congressional Committee Materials",NA,"109th","156",NA,"HOUSE HEARING, 109TH CONGRESS - REVIEW OF U.S. PATENT AND TRADEMARK OFFICE OPERATIONS, INCLUDING ANALYSIS OF GOVERNMENT ACCOUNTABILITY OFFICE, INSPECTOR GENERAL, AND NATIONAL ACADEMY OF PUBLIC ADMINISTRATION REPORTS","Congressional Hearings","CHRG-109hhrg23324","8-Sep-05","House of Representatives","General",NA,"Y 4.J 89/1",NA,"Mr. Ronald J. Stern President : Patent Office Professional Association (POPA);

Ms. Anu K. Mittal Director : Science and Technology Issues U.S. General Accountability Office (GAO);

Mr. Charles Van Horn Finnegan : Henderson Farabow Garrett and Dunner LLP;

The Honorable Jon W. Dudas Undersecretary of Commerce for Intellectual Property and Director : U.S. Patent and Trademark Office (PTO);","Zoe Lofgren : United States House of Representatives;

John N. Hostettler : United States House of Representatives;

Howard L. Berman : United States House of Representatives;

Darrell E. Issa : United States House of Representatives;","Yes","8/9/05","-","#NAME?","-38","-651","-600","-

-

-

-","No

No

No

No","Subcommittee on Courts, the Internet, and Intellectual Property",4,"41","18:23:-:-:-","---

---

---

---","-

-

-

-"
"11770","Congressional Committee Materials",NA,"108th","251",NA,"HOUSE HEARING, 108TH CONGRESS - DOES THE HOMELAND SECURITY ACT OF 2002 GIVE THE DEPARTMENT THE TOOLS IT NEEDS TO DETERMINE WHICH BIO-WARFARE THREATS ARE MOST SERIOUS?","Congressional Hearings","CHRG-108hhrg97365","5-Jun-03","House of Representatives","General",NA,NA,NA,"Refer column R","pascrell, william j, jr;

Jennifer Dunn : United States House of Representatives;

Christopher Shays : United States House of Representatives;

Bennie G. Thompson : United States House of Representatives;

christensen, donna marie christianchristiangreen, donnachristensen, donna;

markey, edward j edmarkey, edward j;

Barney Frank : United States House of Representatives;

Karen McCarthy : United States House of Representatives;

John E. Sweeney : United States House of Representatives;

Bob Etheridge : United States House of Representatives;

John B. Shadegg : United States House of Representatives;

Jim Turner : United States House of Representatives;

Christopher Cox : United States House of Representatives;","Yes","5/6/03","The Honorable John Shadegg, Chairman, Subcommittee on Emergency Preparedness and Response, and a Representative in Congress From the State of Arizona

The Honorable Christopher Cox, Chairman, Select Committee on Homeland Security, and a Representative in Congress From the State of California

The Honorable Jim Gibbons, Chairman, Subcommittee on Intelligence and Counterterrorism, and a Representative in Congress From the State of Nevada Prepared Statement

The Honorable Donna M. Christensen, a Delegate in Congress From U.S. Virgin Islands

The Honorable Jennifer Dunn, a Representative in Congress From the State of Washington

The Honorable Bob Etheridge, a Representative in Congress From the State of North Carolina Prepared Statement

The Honorable Barney Frank, a Representative in Congress From the State of Massachusetts

The Honorable Edward J. Markey, a Representative in Congress From the State of Massachusetts

The Honorable Karen McCarthy, a Representative in Congress From the State of Missouri

The Honorable Bill Pascrell, Jr., a Representative in Congress From the State of New Jersey

Mr. Paul Redmond, Assistant Secretary for Information Analysis, Department of Homeland Security Oral Statement

The Honorable Christopher Shays, a Representative in Congress From the State of Connecticut

The Honorable John E. Sweeney, a Representative in Congress From the State of New York

The Honorable Bennie G. Thompson, a Representative in Congress From the State of Mississippi

Mr. Eric Tolbert, Director, Response Division Emergency Preparedness and Response Directorate Department of Homeland Security Oral Statement

The Honorable Jim Turner, a Representative in Congress From the State of Texas

","-

-

-

-

-

-

-

-

-

-

Department of Homeland Security

-

-

-

Department of Homeland Security

-","-

-

-

-

-

-

-

-

-

-

127

-

-

-

127

-","-

-

-

-

-

-

-

-

-

-

1600.0

-

-

-

1600.0

-","-

-

-

-

-

-

-

-

-

-

1600.0

-

-

-

1600.0

-","Arizona

California

Nevada

-

Washington

North Carolina

Massachusetts

Massachusetts

Missouri

New Jersey

-

Connecticut

New York

Mississippi

-

Texas","No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No","-",13,"50","23:27:-:-:-","---

---

---

---

---

---

---

---

---

---

---

---

---","-"
"15723","Congressional Committee Materials",NA,"108th","164",NA,"HOUSE HEARING, 108TH CONGRESS - CALIFORNIA WATER SUPPLY","Congressional Hearings","CHRG-108hhrg88057","June 28, 2003

July 1, 2003","House of Representatives","Oversight",NA,"Y 4.R 31/3",NA,"Guenther Herbert R. : Director Arizona Department of Water Resources;

Aceituno Michael E. : Area Supervisor Sacramento Area Office Southwest Region National Marine Fisheries Service U.S. Department of Commerce Prepared statement of;

Martel Patricia : General Manager San Francisco Public Utilities Commission;

Robbins Steven B. : General Manager-Chief Engineer Coachella Valley Water District;

Schwinn Karen : Associate Director Water Division Region 9 U.S. Environmental Protection Agency Prepared statement of;

Puentes Julie : Executive Vice President Public Affairs Orange County Business Council;

Anderson D. Larry : Utah Commissioner Upper Colorado River Commission;

Zlotnick Gregory A. : Board Member Santa Clara Valley Water District;

Moralez Gloria P. : Businesswoman/Farmer Fresno California;

Stapleton Maureen A. : General Manager San Diego County Water Authority;

Clark Thomas N. : General Manager Kern County Water Agency;

Christopher Marc E. : Policy Advocate Friends of the River;

Majors Dennis G. : Engineering Program Manager Metropolitan Water District of Southern California;

Upton Kole : Chairman Friant Water Users Authority;

Nichols Mary : Secretary California Resources Agency State of California;

Burgess Grace : Executive Director San Gabriel Basin Water Quality Authority;

Ortega Adan : Jr. Vice President External Affairs Metropolitan Water District;

Spivy-Weber Frances : Executive Director for Policy Mono Lake Committee;

Forster Richard : Chair Water Committee Regional Council of Rural Counties Representative;

Glover Tom : Deputy Director California Department of Water Resources;

Van Vleck Nicole : Board Member Northern California Water Association;

Allen Lloyd : President Board of Directors Imperial Irrigation District;

Rodgers Kirk C. : Regional Director Mid-Pacific Region Bureau of Reclamation U.S. Department of the Interior;

Charlton Mark : Deputy District Engineer for Programs and Project Management Sacramento District U.S. Army Corps of Engineers Prepared statement of;

Sutton Jeffrey P. : Executive Director and CEO Family Water Alliance;

Rinne William E. : Deputy Commissioner Bureau of Reclamation U.S. Department of the Interior;

Bobker Gary : Program Director The Bay Institute;

Nelson Daniel G. : Executive Director San Luis & Delta- Mendota Water Authority;

Hall Stephen K. : Executive Director Association of California Water Agencies;

Herrick John : General Counsel and Manager South Delta Water Agency;

Watkins Keith : Second Vice President Tulare County Farm Bureau;","herger, wally;

Dennis A. Cardoza : United States House of Representatives;

Richard W. Pombo : United States House of Representatives;

Devin Nunes : United States House of Representatives;

hunter, duncan l;

Grace F. Napolitano : United States House of Representatives;

George Radanovich : United States House of Representatives;

bono, marybono mack, mary;

Ken Calvert : United States House of Representatives;","Yes","2003-06-28;

2003-07-01","-","-

Department of Commerce

-

-

Environmental Protection Agency

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

Bureau of Reclamation

United States Army Corps of Engineers

-

Bureau of Reclamation

-

-

-

-

-","-

33

-

-

164

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

74

49

-

74

-

-

-

-

-","-

600.0

-

-

2000.0

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

1006.0

710.0

-

1006.0

-

-

-

-

-","-

600.0

-

-

2000.0

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

1000.0

700.0

-

1000.0

-

-

-

-

-","Arizona

-

-

-

-

-

Colorado

-

California

-

-

-

California

-

California

-

-

-

-

California

California

-

-

-

-

-

-

-

California

-

-","No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No","Subcommittee on Water and Power",9,"57","27:30:-:-:-","---

---

---

---

---

---

---

---

---","-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-

-"
