Keyword(s) for oversight,Agency witness,Witness name,Witness agency,Oversight,Agency witness serving as expert,,Category,Senate.Hearing.Number,Congress,title,Collection,filename,Held.Date,Congress.Chamber,Hearing.Sub.Type,ILS.System.ID,SuDoc.Class.Number
,,,,,,15322,Congressional Committee Materials,S. Hrg. 108-852,108th,"S. HRG. 108-852 - NOMINATION OF ALAN GREENSPAN OF NEW YORK, TO BE CHAIRMAN OF THE BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM",Congressional Hearings,CHRG-108shrg22918,15-Jun-04,Senate,Nomination,NA,Y 4.B 22/3
,,,,,,8885,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - PARTNERSHIPS IN SECURING CRITICAL INFRASTRUCTURE",Congressional Hearings,CHRG-110hhrg43965,12-Mar-08,House of Representatives,General,NA,Y 4.H 75
,,,,,,8730,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - HIGHER EDUCATION IN AFRICA: MAKING THE LINK BETWEEN INTELLECTUAL CAPITAL AND REGIONAL DEVELOPMENT",Congressional Hearings,CHRG-110hhrg42294,6-May-08,House of Representatives,General,NA,NA
,,,,,,11219,Congressional Committee Materials,S. Hrg. 110-132,110th,"S. HRG. 110-132 - HEARING ON THE NOMINATION OF MICHAEL J. KUSSMAN, M.D., TO BE UNDER SECRETARY FOR HEALTH, DEPARTMENT OF VETERANS AFFAIRS",Congressional Hearings,CHRG-110shrg37239,16-May-07,Senate,Nomination,NA,Y 4.V 64/4
,,,,,,8111,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - [H.A.S.C. NO. 110-44] FISCAL YEAR 2008 NATIONAL DEFENSE AUTHORIZATION ACT--BUDGET REQUEST FOR MILITARY SPACE ACTIVITIES",Congressional Hearings,CHRG-110hhrg37322,23-Mar-07,House of Representatives,Authorization,NA,Y 4.AR 5/2
,,,,,,12374,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - PROPOSED LEGISLATIVE REMEDY FOR THE PARTICIPATING SECURITIES PROGRAM",Congressional Hearings,CHRG-109hhrg23182,27-Jul-05,House of Representatives,General,NA,Y 4.SM 1
,,,,,,11853,Congressional Committee Materials,S. Hrg. 109,109th,S. HRG. 109 - DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2006,Congressional Hearings,CHRG-109shrg49104161,10-Mar-05,Senate,Appropriation,NA,Y 4.AP 6/2
,,,,,,9970,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - RULEMAKING PROCESS AND THE UNITARY EXECUTIVE THEORY",Congressional Hearings,CHRG-110hhrg42214,6-May-08,House of Representatives,General,NA,Y 4.J 89/1
,,,,,,22674,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - AFRICA'S NEWEST NATION: THE REPUBLIC OF SOUTHERN SUDAN",Congressional Hearings,CHRG-112hhrg66903,16-Jun-11,House of Representatives,General,865712,Y 4.F 76/1:112-90
,,,,,,12375,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - SMALL BUSINESS EXPENSING: JOB GROWTH THROUGH THE TAX CODE",Congressional Hearings,CHRG-109hhrg23282,9-Aug-05,House of Representatives,Field,NA,Y 4.SM 1
,,,,,,10768,Congressional Committee Materials,S. Hrg. 110-757,110th,S. HRG. 110-757 - S. HRG. 110-757 IRAQ AFTER THE SURGE,Congressional Hearings,CHRG-110shrg47921,"April 2, 2008April 3, 2008April 8, 2008April 10, 2008",Senate,General,NA,Y 4.F 76/2
,,,,,,14979,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - SECTION 115 OF THE COPYRIGHT ACT: IN NEED OF AN UPDATE?",Congressional Hearings,CHRG-108hhrg92480,11-Mar-04,House of Representatives,General,NA,Y 4.J 89/1
,,,,,,9667,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - THE U.S. DEPARTMENT OF VETERANS AFFAIRS SUICIDE HOTLINE",Congressional Hearings,CHRG-110hhrg44931,16-Sep-08,House of Representatives,General,NA,Y 4.V 64/3
,,,,,,7088,Congressional Committee Materials,S. Hrg. 111-285,111th,S. HRG. 111-285 - MISCELLANEOUS LANDS BILLS,Congressional Hearings,CHRG-111shrg55084,8-Oct-09,Senate,General,699207,Y 4.EN 2:S.HRG.111-285
,,,,,,15018,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - ADMINISTRATION OF LARGE BUSINESS BANKRUPTCY REORGANIZATIONS: HAS COMPETITION FOR BIG CASES CORRUPTED THE BANKRUPTCY SYSTEM?",Congressional Hearings,CHRG-108hhrg94939,21-Jul-04,House of Representatives,General,NA,Y 4.J 89/1
,,,,,,9444,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - FULL COMMITTEE FIELD HEARING ON THE IMPACT OF NEW MARKET TAX CREDITS, THE SBIC PROGRAM, AND 504 PROGRAM ON URBAN COMMUNITIES",Congressional Hearings,CHRG-110hhrg40281,11-Apr-07,House of Representatives,General,NA,NA
,,,,,,24321,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - ENSURING PREPAREDNESS AGAINST THE FLU VIRUS AT SCHOOL AND WORK",Congressional Hearings,CHRG-111hhrg49372,7-May-09,House of Representatives,General,NA,Y 4.ED 8/1
,,,,,,22168,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - [H.A.S.C. NO. 112-116 ] FISCAL YEAR 2013 NATIONAL DEFENSE AUTHORIZATION BUDGET REQUEST FOR NATIONAL SECURITY SPACE ACTIVITIES",Congressional Hearings,CHRG-112hhrg73442,8-Mar-12,House of Representatives,Authorization,877995,Y 4.AR 5/2 A:2011-2012/116
,,,,,,8260,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - H.R. 5522, THE COMBUSTIBLE DUST EXPLOSION AND FIRE PREVENTION ACT OF 2008",Congressional Hearings,CHRG-110hhrg41041,12-Mar-08,House of Representatives,General,NA,Y 4.ED 8/1
,,,,,,8464,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - U.S. DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT'S FISCAL YEAR 2008 BUDGET",Congressional Hearings,CHRG-110hhrg35406,14-Mar-07,House of Representatives,General,NA,Y 4.F 49/20
,,,,,,23255,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - EUROPE'S SOVEREIGN DEBT CRISIS: CAUSES, CONSEQUENCES FOR THE UNITED STATES AND LESSONS LEARNED",Congressional Hearings,CHRG-112hhrg75302,21-Mar-12,House of Representatives,General,877018,Y 4.G 74/7:112-158
,,,,,,22727,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - THE STATE OF AFFAIRS IN THE BALKANS",Congressional Hearings,CHRG-112hhrg71261,15-Nov-11,House of Representatives,General,867795,Y 4.F 76/1:112-112
,,,,,,22165,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - [H.A.S.C. NO. 112-114 ] ARMY AND MARINE CORPS GROUND SYSTEM MODERNIZATION PROGRAMS",Congressional Hearings,CHRG-112hhrg73440,8-Mar-12,House of Representatives,General,874928,Y 4.AR 5/2 A:2011-2012/114
,,,,,,23671,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - LEGISLATIVE HEARING ON H.R. 923, H.R. 1025, H.R. 1826, H.R. 1898, AND H.R. 2349",Congressional Hearings,CHRG-112hhrg68458,7-Jul-11,House of Representatives,General,863208,Y 4.V 64/3:112-22
,,,,,,15950,Congressional Committee Materials,S. Hrg. 108-199,108th,S. HRG. 108-199 - INDIAN HEALTH CARE IMPROVEMENT ACT,Congressional Hearings,CHRG-108shrg88509,16-Jul-03,Senate,General,NA,"Y 4.IN 2/11Y 4.R 31/3"
,,,,,,11722,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - THE COUNTDOWN TO COMPLETION: IMPLEMENTING THE NEW DEPARTMENT OF HOMELAND SECURITY PERSONNEL SYSTEM",Congressional Hearings,CHRG-109hhrg23141,2-Mar-05,House of Representatives,General,NA,Y 4.G 74/7
,,,,,,22207,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - [H.A.S.C. NO. 112-149 ] UNITED STATES FORCE POSTURE IN THE UNITED STATES PACIFIC COMMAND AREA OF RESPONSIBILITY",Congressional Hearings,CHRG-112hhrg75671,1-Aug-12,House of Representatives,General,893128,Y 4.AR 5/2 A:2011-2012/149
,,,,,,22542,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - OVERSIGHT OF THE FEDERAL HOUSING FINANCE AGENCY",Congressional Hearings,CHRG-112hhrg72629,1-Dec-11,House of Representatives,General,873086,Y 4.F 49/20:112-88
,,,,,,24022,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - ENGLISH LANGUAGE UNITY ACT OF 2011",Congressional Hearings,CHRG-112hhrg75386,2-Aug-12,House of Representatives,General,882899,Y 4.J 89/1:112-141
,,,,,,12490,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - PRESIDENT'S FISCAL YEAR 2007 BUDGET WITH U.S. DEPARTMENT OF THE TREASURY SECRETARY JOHN SNOW",Congressional Hearings,CHRG-109hhrg31493,15-Feb-06,House of Representatives,General,NA,Y 4.W 36
,,,,,,14905,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - REAUTHORIZATION OF THE SATELLITE HOME VIEWER IMPROVEMENT ACT",Congressional Hearings,CHRG-108hhrg92119,24-Feb-04,House of Representatives,Authorization,NA,Y 4.J 89/1
,,,,,,24975,Congressional Committee Materials,S. Hrg. 112-252,112th,S. HRG. 112-252 - CURRENT AND PROJECTED NATIONAL SECURITY THREATS TO THE UNITED STATES,Congressional Hearings,CHRG-112shrg71843,16-Feb-11,Senate,General,867045,Y 4.IN 8/19:S.HRG.112-252
,,,,,,22190,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - [H.A.S.C. NO. 112-153 ] OPERATIONAL CONTRACT SUPPORT: LEARNING FROM THE PAST AND PREPARING FOR THE FUTURE",Congressional Hearings,CHRG-112hhrg76214,12-Sep-12,House of Representatives,General,NA,NA
,,,,,,24426,Congressional Committee Materials,S. Hrg. 112-378,112th,S. HRG. 112-378 - U.S. GLOBAL ENERGY OUTLOOK FOR 2012,Congressional Hearings,CHRG-112shrg74046,31-Jan-12,Senate,General,872746,Y 4.EN 2:S.HRG.112-378
,,,,,,6991,Congressional Committee Materials,S. Hrg. 111-827,111th,"S. HRG. 111-827 - NOMINATIONS TO THE U.S. COAST GUARD, THE DEPARTMENT OF COMMERCE, THE NATIONAL TRANSPORTATION SAFETY BOARD, THE MARINE MAMMAL COMMISSION, AND THE AMTRAK BOARD OF DIRECTORS",Congressional Hearings,CHRG-111shrg63798,18-Mar-10,Senate,General,801357,Y 4.C 73/7:S.HRG.111-827
,,,,,,5687,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - H.R. 1065, H.R. 1738, H.R. 2265, H.R. 2442, H.R. 2522, H.R. 2741 AND H.R. 2950",Congressional Hearings,CHRG-111hhrg51187,21-Jul-09,House of Representatives,General,NA,Y 4.R 31/3
,,,,,,21986,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",Congressional Hearings,CHRG-112hhrg66430,16-Mar-11,House of Representatives,Appropriation,854293,Y 4.AP 6/1:AG 8/2012/
,,,,,,11502,Congressional Committee Materials,S. Hrg. 109,109th,"S. HRG. 109 - COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2006",Congressional Hearings,CHRG-109shrg49104187,12-May-05,Senate,Appropriation,NA,Y 4.AP 6/2
,,,,,,12279,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - OVERSIGHT HEARING ON OPPORTUNITIES FOR GOOD SAMARITAN CLEANUP OF HARD ROCK ABANDONED MINE LANDS",Congressional Hearings,CHRG-109hhrg29889,13-Jul-06,House of Representatives,Oversight,NA,Y 4.R 31/3
,,,,,,11625,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - PALESTINIAN AUTHORITY ELECTIONS: IMPLICATIONS FOR PEACE, REGIONAL SECURITY, AND U.S. ASSISTANCE",Congressional Hearings,CHRG-109hhrg26435,8-Mar-06,House of Representatives,General,NA,NA
,,,,,,21579,Congressional Committee Materials,S. Hrg. 112,112th,S. HRG. 112 - DEPARTMENT OF DEFENSE APPROPRIATIONS FOR FISCAL YEAR 2012,Congressional Hearings,CHRG-112shrg19104440,25-May-11,Senate,Appropriation,NA,Y 4.AP 6/2
,,,,,,13796,Congressional Committee Materials,S. Hrg. 109-1041,109th,S. HRG. 109-1041 - PROTECTING COPYRIGHT AND INNOVATION IN A POST-GROKSTER WORLD,Congressional Hearings,CHRG-109shrg34113,28-Sep-05,Senate,General,NA,Y 4.J 89/2
,,,,,,7011,Congressional Committee Materials,S. Hrg. 111-986,111th,S. HRG. 111-986 - INNOVATION AND INCLUSION: THE AMERICANS WITH DISABILITIES ACT AT 20,Congressional Hearings,CHRG-111shrg66489,26-May-10,Senate,General,823176,Y 4.C 73/7:S.HRG.111-986
,,,,,,24006,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - CHINESE MEDIA RECIPROCITY ACT OF 2011",Congressional Hearings,CHRG-112hhrg74643,20-Jun-12,House of Representatives,General,876505,Y 4.J 89/1:112-110
,,,,,,10792,Congressional Committee Materials,S. Hrg. 110-295,110th,S. HRG. 110-295 - NCLB REAUTHORIZATION: STRATEGIES THAT PROMOTE SCHOOL IMPROVEMENT,Congressional Hearings,CHRG-110shrg33366,8-Feb-07,Senate,Authorization,NA,Y 4.L 11/4
